accession_1	lysine_ct	accession_2	delta_mass	modification	
13937.26_Da_E634	8	13824.18_Da_E1198	113.09	113.09
13937.26_Da_E634	8	13808.19_Da_E745	129.08	129.08
13824.18_Da_E1198	8	13808.19_Da_E745	16.00	16.00
13808.19_Da_E745	8	13721.15_Da_E1692	87.03	87.03
13953.26_Da_E1553	8	13824.18_Da_E1198	129.08	129.08
3136.78_Da_E1970	2	3049.74_Da_E1866	87.03	87.03
22821.24_Da_E757 P32471_2full206_1G_P23_1T Acetyl; Phospho; Ox	18	P32471_2full206_1G_P23_1T Acetyl; Phospho	15.99	15.99 Ox
22805.22_Da_E408 P32471_2full206_1G_P40_1T Phospho; Acetyl	18	P32471_2full206_1G_P40_1T Phospho; Acetyl	-0.02	-0.02
15397.72_Da_E1155 P53738_2full135_1G_P1_1T Retained Met	7	P53738_2full135_1G_P1_1T Unmodified	131.03	131.03 Retained Met
4065.31_Da_E1944	8	4047.29_Da_E1676	18.01	18.01
5040.74_Da_E1368	7	4942.78_Da_E551	97.97	97.97
17522.2_Da_E1397	14	17256.04_Da_E957	266.15	266.15
15993.61_Da_E1116	9	15976.59_Da_E412	17.03	17.03
12174.4_Da_E372 P20081_2full114_1G_P5_1T Acetyl	7	P20081_2full114_1G_P5_1T Acetyl	0.00	0.00
9081.8_Da_E1884	7	8983.73_Da_E225	98.07	98.07
8997.73_Da_E1499	7	8983.73_Da_E225	14.02	14.02
9013.74_Da_E1966	7	8983.73_Da_E225	30.01	30.01
9081.8_Da_E1884	7	8997.73_Da_E1499	84.05	84.05
9081.8_Da_E1884	7	9013.74_Da_E1966	68.05	68.05
9081.8_Da_E1884	7	9066.78_Da_E2101	15.02	15.02
9013.74_Da_E1966	7	8997.73_Da_E1499	16.00	16.00
11618.41_Da_E913	9	11505.31_Da_E396	113.09	113.09
11505.31_Da_E396	9	11406.25_Da_E430	99.07	99.07
19859.6_Da_E778 P0C0W9_2full174_1G_P7_1T Ox; Ox; Ox; Acetyl	17	P0C0W9_2full174_1G_P7_1T Ox; Ox; Ox	42.00	42.00 Acetyl
7331.88_Da_E1599	5	7244.85_Da_E2050	87.03	87.03
7444.97_Da_E1912	5	7331.88_Da_E1599	113.09	113.09
10269.4_Da_E1106	5	10253.41_Da_E1192	16.00	16.00
20739.77_Da_E1019	8	20724.79_Da_E1071	14.99	14.99
10501.76_Da_E491 Q3E772_2full92_1G_P1_1T Unmodified	18	Q3E772_2full92_1G_P1_1T Unmodified	0.00	0.00
10517.75_Da_E662 Q3E772_2full92_1G_P2_1T Ox	18	10501.76_Da_E491 Q3E772_2full92_1G_P1_1T Unmodified	16.00	16.00 Ox
10533.77_Da_E1250 Q3E772_2full92_1G_P3_1T Ox; Ox	18	10501.76_Da_E491 Q3E772_2full92_1G_P1_1T Unmodified	32.02	32.02 Ox; Ox
10517.75_Da_E662 Q3E772_2full92_1G_P2_1T Ox	18	Q3E772_2full92_1G_P2_1T Ox	0.00	0.00
10533.77_Da_E1250 Q3E772_2full92_1G_P3_1T Ox; Ox	18	Q3E772_2full92_1G_P3_1T Ox; Ox	0.02	0.02
4950.84_Da_E1346	8	4934.85_Da_E624	16.00	16.00
22568.66_Da_E581 P40212_2full199_1G_P13_1T Methyl; Methyl	20	P40212_2full199_1G_P13_1T Methyl; Methyl	-0.02	-0.02
9265.24_Da_E1917	8	9167.16_Da_E847	98.07	98.07
9247.14_Da_E1684	8	9167.16_Da_E847	79.97	79.97
15243.77_Da_E1458	17	15226.77_Da_E1388	17.00	17.00
13213.67_Da_E395 P40312_2full120_1G_P1_1T Unmodified	7	P40312_2full120_1G_P1_1T Unmodified	0.00	0.00
13745.97_Da_E1153 P40312_2full120_1G_P1_1T Hydrogen Dodecyl Sulfate; Hydrogen Dodecyl Sulfate	7	13213.67_Da_E395 P40312_2full120_1G_P1_1T Unmodified	532.31	532.31 Hydrogen Dodecyl Sulfate; Hydrogen Dodecyl Sulfate
11222.64_Da_E640	8	11124.67_Da_E446	97.97	97.97
10408.61_Da_E1113 Q12330_2full94_1G_P1_1T Acetyl	9	Q12330_2full94_1G_P1_1T Unmodified	42.00	42.00 Acetyl
7925.48_Da_E1904 Q3E7B7_2full68_1G_P1_1T Unmodified	14	Q3E7B7_2full68_1G_P1_1T Unmodified	0.00	0.00
7941.48_Da_E1563 Q3E7B7_2full68_1G_P2_1T Ox	14	7925.48_Da_E1904 Q3E7B7_2full68_1G_P1_1T Unmodified	16.00	16.00 Ox
7941.48_Da_E1563 Q3E7B7_2full68_1G_P2_1T Ox	14	Q3E7B7_2full68_1G_P2_1T Ox	0.00	0.00
5466.71_Da_E2088	4	5450.72_Da_E1661	16.00	16.00
5466.71_Da_E2088	4	5434.72_Da_E1857	31.99	31.99
5450.72_Da_E1661	4	5434.72_Da_E1857	16.00	16.00
6942.1_Da_E1989	11	6924.09_Da_E1870	18.01	18.01
17236.11_Da_E782 P36010_2full153_1G_P1_1T Acetyl	14	P36010_2full153_1G_P1_1T Unmodified	42.00	42.00 Acetyl
10229.2_Da_E1295	12	10131.2_Da_E773	97.99	97.99
10883.81_Da_E671	4	10867.82_Da_E381	16.00	16.00
10867.82_Da_E381	4	10787.85_Da_E1260	79.97	79.97
10883.81_Da_E671	4	10787.85_Da_E1260	95.96	95.96
10630.68_Da_E398 Q06405_7frag101_1G_P1_1T Unmodified	9	Q06405_7frag101_1G_P1_1T Unmodified	0.00	0.00
14265.87_Da_E860	18	14249.88_Da_E326	16.00	16.00
10792.69_Da_E424 A0A023PZE6_17frag104_1G_P3_1T Ox; Ox; Carbamidomethyl	7	A0A023PZE6_17frag104_1G_P3_1T Ox; Ox	57.02	57.02 Carbamidomethyl
15967.15_Da_E1068	9	15700.99_Da_E776	266.15	266.15
15732.99_Da_E682	9	15700.99_Da_E776	31.99	31.99
15748.98_Da_E1272	9	15700.99_Da_E776	47.99	47.99
15748.98_Da_E1272	9	15732.99_Da_E682	16.00	16.00
16265.3_Da_E1900	9	15732.99_Da_E682	532.31	532.31
15763.97_Da_E1480	9	15732.99_Da_E682	30.98	30.98
15763.97_Da_E1480	9	15748.98_Da_E1272	14.99	14.99
21772.95_Da_E307 P05738_2full191_1G_P1_1T Retained Met	20	P05738_2full191_1G_P1_1T Unmodified	131.03	131.03 Retained Met
9565.83_Da_E1702 P16965_2full84_1G_P1_1T Unmodified	11	P16965_2full84_1G_P1_1T Unmodified	0.00	0.00
17696.26_Da_E1888	25	17638.22_Da_E1814	58.04	58.04
4950.84_Da_E2092	8	4934.85_Da_E1650	16.00	16.00
10676.79_Da_E1466	6	10596.83_Da_E1703	79.97	79.97
13495.8_Da_E1776	8	13229.65_Da_E1077	266.15	266.15
13553.83_Da_E1538 P32774_2full122_1G_P1_1T Unmodified	8	13495.8_Da_E1776	58.04	58.04
13553.83_Da_E1538 P32774_2full122_1G_P1_1T Unmodified	8	P32774_2full122_1G_P1_1T Unmodified	0.00	0.00
16632.25_Da_E1056 P38832_2full159_1G_P2_1T Ox; Deamidation	8	P38832_2full159_1G_P2_1T Ox	0.98	0.98 Deamidation
15468.92_Da_E616	15	15397.89_Da_E672	71.03	71.03
6159.05_Da_E2061 Q3E818_2full50_1G_P1_1T Acetone Artifact; Missing Lysine (K)	3	Q3E818_2full50_1G_P1_1T Unmodified	-30.03	-30.03 Acetone Artifact; Missing Lysine (K)
6151.52_Da_E1534	11	5967.4_Da_E1115	184.12	184.12
18211.88_Da_E417 Q12672_2full160_1G_P1_1T Missing Isoleucine (I)	17	Q12672_2full160_1G_P1_1T Unmodified	-113.08	-113.08 Missing Isoleucine (I)
15983.15_Da_E1205	8	15716.99_Da_E643	266.15	266.15
16000.15_Da_E1290	8	15983.15_Da_E1205	17.00	17.00
9500.26_Da_E1751 Q04119_1frag83_1G_P2_1T Ox; Acetone Artifact; Missing Lysine (K)	7	Q04119_1frag83_1G_P2_1T Ox	-30.03	-30.03 Acetone Artifact; Missing Lysine (K)
10441.61_Da_E1669 Q02647_2full92_1G_P1_1T Acetyl	12	Q02647_2full92_1G_P1_1T Unmodified	42.00	42.00 Acetyl
12758.6_Da_E874 P25373_2full110_1G_P7_1T S-glutathionyl cysteine; Ox; Water Adduct	8	P25373_2full110_1G_P7_1T S-glutathionyl cysteine; Ox	18.02	18.02 Water Adduct
18906.33_Da_E369 P35691_2full167_1G_P1_1T Retained Met	15	P35691_2full167_1G_P1_1T Unmodified	131.03	131.03 Retained Met
13491.92_Da_E877	6	13475.92_Da_E561	16.00	16.00
11790.37_Da_E1184	7	11774.37_Da_E736	16.00	16.00
19651.51_Da_E608 P53633_2full176_1G_P7_1T Acetyl; Ox; Retained Met	10	P53633_2full176_1G_P7_1T Acetyl; Ox	131.03	131.03 Retained Met
19667.51_Da_E1218 P53633_2full176_1G_P7_1T Acetyl; Ox; Retained Met; Ox	10	19651.51_Da_E608 P53633_2full176_1G_P7_1T Acetyl; Ox; Retained Met	16.00	16.00 Ox
19651.51_Da_E608 P53633_2full176_1G_P7_1T Acetyl; Ox; Retained Met	10	19594.48_Da_E1620 P53633_2full176_1G_P7_1T Acetyl; Ox; Retained Met; Acetyl; Missing Valine (V)	57.03	57.03 Acetyl; Missing Valine (V)
19667.51_Da_E1218 P53633_2full176_1G_P7_1T Acetyl; Ox; Retained Met; Ox	10	P53633_2full176_1G_P7_1T Acetyl; Ox	147.03	147.03 Retained Met; Ox
3716.2_Da_E2056	5	3700.2_Da_E1704	16.00	16.00
3716.2_Da_E2056	5	3629.16_Da_E2060	87.03	87.03
3700.2_Da_E1704	5	3629.16_Da_E2060	71.03	71.03
4748.91_Da_E844	9	4635.83_Da_E1455	113.09	113.09
10425.57_Da_E627 Q06346_136frag221_1G_P1_1T Unmodified	9	Q06346_136frag221_1G_P1_1T Unmodified	0.00	0.00
15162.88_Da_E572	10	15147.89_Da_E441	14.99	14.99
10947.26_Da_E620	4	10931.26_Da_E434	16.00	16.00
10013.59_Da_E1147	16	9987.56_Da_E1827	26.02	26.02
16906.54_Da_E1478	11	15841.93_Da_E1332 P53152_2full137_1G_P13_1T Ox; Ox; Ox; Retained Met	1064.62	1064.62
15841.93_Da_E1332 P53152_2full137_1G_P13_1T Ox; Ox; Ox; Retained Met	11	P53152_2full137_1G_P13_1T Ox; Ox; Ox	131.03	131.03 Retained Met
10920.65_Da_E2007 P43682_2full97_1G_P2_1T Ox; Acetyl	5	P43682_2full97_1G_P2_1T Ox	42.00	42.00 Acetyl
10168.14_Da_E1817	11	10110.11_Da_E843	58.04	58.04
15943.5_Da_E1815 P40540_2full141_1G_P2_1T Ox	13	P40540_2full141_1G_P2_1T Ox	0.00	0.00
15943.5_Da_E1815 P40540_2full141_1G_P2_1T Ox	13	15927.5_Da_E1017 P40540_2full141_1G_P1_1T Unmodified	16.00	16.00 Ox
15969.52_Da_E1386 P40540_2full141_1G_P1_1T Acetyl	13	15943.5_Da_E1815 P40540_2full141_1G_P2_1T Ox	26.02	26.02
15927.5_Da_E1017 P40540_2full141_1G_P1_1T Unmodified	13	P40540_2full141_1G_P1_1T Unmodified	0.00	0.00
15969.52_Da_E1386 P40540_2full141_1G_P1_1T Acetyl	13	15927.5_Da_E1017 P40540_2full141_1G_P1_1T Unmodified	42.01	42.01 Acetyl
15969.52_Da_E1386 P40540_2full141_1G_P1_1T Acetyl	13	P40540_2full141_1G_P1_1T Unmodified	42.00	42.00 Acetyl
21608.89_Da_E800	11	21342.75_Da_E653	266.15	266.15
21875.05_Da_E1118	11	21342.75_Da_E653	532.31	532.31
21875.05_Da_E1118	11	21608.89_Da_E800	266.15	266.15
8952.13_Da_E1210 P35179_2full80_1G_P1_1T Unmodified	11	P35179_2full80_1G_P1_1T Unmodified	0.00	0.00
8952.13_Da_E1210 P35179_2full80_1G_P1_1T Unmodified	11	8852.05_Da_E1766	100.08	100.08
11845.46_Da_E762	9	11731.48_Da_E615	113.98	113.98
5040.89_Da_E1101	2	4884.79_Da_E1387	156.10	156.10
5068.92_Da_E2022	2	4884.79_Da_E1387	184.12	184.12
4884.79_Da_E1387	2	4771.7_Da_E1379	113.09	113.09
11251.72_Da_E422 P22803_2full104_1G_P1_1T Unmodified	9	P22803_2full104_1G_P1_1T Unmodified	0.00	0.00
13574.08_Da_E1813 O13521_2full115_1G_P3_1T Ox; Ox; Missed Monoisotopic (-1); Ox	8	13558.08_Da_E1169 O13521_2full115_1G_P3_1T Ox; Ox; Missed Monoisotopic (-1)	16.00	16.00 Ox
13558.08_Da_E1169 O13521_2full115_1G_P3_1T Ox; Ox; Missed Monoisotopic (-1)	8	O13521_2full115_1G_P3_1T Ox; Ox	-1.00	-1.00 Missed Monoisotopic (-1)
16286.29_Da_E1502 P42949_2full149_1G_P1_1T Acetyl	14	P42949_2full149_1G_P1_1T Unmodified	42.00	42.00 Acetyl
4883.8_Da_E2014	5	4856.8_Da_E1930	27.01	27.01
3407.21_Da_E2137 P0CX87_2full25_2G_P1_1T Retained Met; Ox	7	P0CX87_2full25_2G_P1_1T Unmodified	147.03	147.03 Retained Met; Ox
3407.21_Da_E2137 P0CX87_2full25_2G_P1_1T Retained Met; Ox	7	3391.21_Da_E1583 P0CX87_2full25_2G_P1_1T Retained Met	16.00	16.00 Ox
3391.21_Da_E1583 P0CX87_2full25_2G_P1_1T Retained Met	7	P0CX87_2full25_2G_P1_1T Unmodified	131.03	131.03 Retained Met
3391.21_Da_E2033 P0CX87_2full25_2G_P1_1T Retained Met	7	P0CX87_2full25_2G_P1_1T Unmodified	131.03	131.03 Retained Met
20644.76_Da_E557 P0CX50_2full186_2G_P2_1T Ox	19	P0CX50_2full186_2G_P2_1T Ox	0.00	0.00
14555.9_Da_E1666	9	14289.75_Da_E559	266.15	266.15
14304.74_Da_E1276	9	14289.75_Da_E559	14.99	14.99
8555.39_Da_E1862	5	8539.4_Da_E1111	16.00	16.00
8540.63_Da_E485 P0CT04_2full75_1G_P1_1T Missed Monoisotopic (-1)	11	P0CT04_2full75_1G_P1_1T Unmodified	-1.00	-1.00 Missed Monoisotopic (-1)
15788.38_Da_E689	13	15522.22_Da_E584	266.15	266.15
16054.54_Da_E1084	13	15522.22_Da_E584	532.31	532.31
15619.28_Da_E1544	13	15522.22_Da_E584	97.07	97.07
16054.54_Da_E1084	13	15788.38_Da_E689	266.15	266.15
12417.52_Da_E587 P32911_2full108_1G_P5_1T Acetyl	11	P32911_2full108_1G_P5_1T Acetyl	0.00	0.00
9315.39_Da_E871	3	9216.32_Da_E1880	99.07	99.07
7376.2_Da_E1172	7	7305.16_Da_E1529	71.03	71.03
4878.55_Da_E2069	2	4694.43_Da_E1867 Q3E837_2full39_1G_P1_1T Retained Met; Ox	184.12	184.12
4878.55_Da_E2069	2	4765.46_Da_E1931 Q3E837_2full39_1G_P1_1T Retained Met; Ox; Carbamidomethyl; Methyl	113.09	113.09
4694.43_Da_E1867 Q3E837_2full39_1G_P1_1T Retained Met; Ox	2	Q3E837_2full39_1G_P1_1T Unmodified	147.03	147.03 Retained Met; Ox
4765.46_Da_E1931 Q3E837_2full39_1G_P1_1T Retained Met; Ox; Carbamidomethyl; Methyl	2	4694.43_Da_E1867 Q3E837_2full39_1G_P1_1T Retained Met; Ox	71.03	71.03 Carbamidomethyl; Methyl
10338.3_Da_E954	11	10320.28_Da_E1606	18.01	18.01
7478.11_Da_E1031 P81451_2full68_1G_P1_1T Unmodified	10	P81451_2full68_1G_P1_1T Unmodified	0.00	0.00
16724.25_Da_E392 P02406_2full149_1G_P1_1T Unmodified	18	P02406_2full149_1G_P1_1T Unmodified	-0.02	-0.02
16740.28_Da_E727 P02406_2full149_1G_P2_1T Ox	18	P02406_2full149_1G_P2_1T Ox	0.00	0.00
8369.37_Da_E1906	4	8353.37_Da_E598	16.00	16.00
14673.98_Da_E1791	11	14602.95_Da_E1298	71.03	71.03
14690.97_Da_E1215	11	14673.98_Da_E1791	17.00	17.00
5687.24_Da_E1360	3	5531.14_Da_E1723	156.10	156.10
5800.32_Da_E1232	3	5687.24_Da_E1360	113.09	113.09
20876.3_Da_E1714 Q04969_2full178_1G_P1_1T Acetyl	22	Q04969_2full178_1G_P1_1T Unmodified	42.00	42.00 Acetyl
21670.44_Da_E1783 Q06568_2full189_1G_P1_1T Acetyl	16	Q06568_2full189_1G_P1_1T Unmodified	42.04	42.04 Acetyl
21075.6_Da_E790	10	20543.29_Da_E1330	532.31	532.31
17027.38_Da_E808	12	16761.22_Da_E1188	266.15	266.15
12623.5_Da_E1996	8	12607.5_Da_E972	16.00	16.00
14075.98_Da_E787	13	13898.04_Da_E897	177.94	177.94
6875.22_Da_E528	26	6859.22_Da_E804	16.00	16.00
4744.31_Da_E1839	3	4712.32_Da_E1580	31.99	31.99
4744.31_Da_E1839	3	4729.31_Da_E1449	14.99	14.99
4729.31_Da_E1449	3	4712.32_Da_E1580	17.00	17.00
10669.17_Da_E1099	4	10572.09_Da_E1548	97.07	97.07
10685.15_Da_E1353	4	10669.17_Da_E1099	16.00	16.00
10382.48_Da_E774	4	10366.49_Da_E785	16.00	16.00
16005.06_Da_E403	9	15990.03_Da_E833	15.02	15.02
10159.16_Da_E1858	3	10142.14_Da_E1293	17.03	17.03
10142.14_Da_E1293	3	10125.15_Da_E911	17.00	17.00
11526.25_Da_E1517	7	11446.27_Da_E1743	79.97	79.97
6383.58_Da_E1018	3	6367.59_Da_E550	16.00	16.00
6668.34_Da_E1322	4	6628.3_Da_E1470	40.03	40.03
12454.97_Da_E865 P38202_2full106_1G_P2_1T Ox	22	P38202_2full106_1G_P2_1T Ox	0.00	0.00
12470.96_Da_E1146 P38202_2full106_1G_P3_1T Ox; Ox	22	12454.97_Da_E865 P38202_2full106_1G_P2_1T Ox	16.00	16.00 Ox
12454.97_Da_E865 P38202_2full106_1G_P2_1T Ox	22	12438.98_Da_E938 P38202_2full106_1G_P1_1T Unmodified	16.00	16.00 Ox
12470.96_Da_E1146 P38202_2full106_1G_P3_1T Ox; Ox	22	P38202_2full106_1G_P3_1T Ox; Ox	0.00	0.00
12470.96_Da_E1146 P38202_2full106_1G_P3_1T Ox; Ox	22	12438.98_Da_E938 P38202_2full106_1G_P1_1T Unmodified	31.99	31.99 Ox; Ox
12438.98_Da_E938 P38202_2full106_1G_P1_1T Unmodified	22	P38202_2full106_1G_P1_1T Unmodified	0.00	0.00
9007.07_Da_E696	8	8975.06_Da_E580	31.99	31.99
9021.08_Da_E1100	8	9007.07_Da_E696	14.02	14.02
16861.56_Da_E811	6	16845.58_Da_E481	16.00	16.00
7326.05_Da_E1476	11	7310.06_Da_E755	16.00	16.00
11215.96_Da_E1971 Q6Q560_2full94_1G_P2_1T Ox	9	Q6Q560_2full94_1G_P2_1T Ox	0.00	0.00
11276.96_Da_E641 P38203_2full95_1G_P1_1T Retained Met	8	P38203_2full95_1G_P1_1T Unmodified	131.03	131.03 Retained Met
11292.95_Da_E889 P38203_2full95_1G_P2_1T Ox; Retained Met	8	11276.96_Da_E641 P38203_2full95_1G_P1_1T Retained Met	16.00	16.00 Ox
11292.95_Da_E889 P38203_2full95_1G_P2_1T Ox; Retained Met	8	P38203_2full95_1G_P2_1T Ox	131.03	131.03 Retained Met
18573.69_Da_E649 P50861_2full169_1G_P2_1T Ox	11	P50861_2full169_1G_P2_1T Ox	0.00	0.00
18573.69_Da_E649 P50861_2full169_1G_P2_1T Ox	11	18557.71_Da_E604 P50861_2full169_1G_P1_1T Unmodified	16.00	16.00 Ox
18557.71_Da_E604 P50861_2full169_1G_P1_1T Unmodified	11	P50861_2full169_1G_P1_1T Unmodified	0.00	0.00
15132.9_Da_E983	10	14866.75_Da_E934	266.15	266.15
14866.75_Da_E934	10	14600.59_Da_E1406	266.15	266.15
15132.9_Da_E983	10	14600.59_Da_E1406	532.31	532.31
15120.99_Da_E1737	5	14854.84_Da_E661	266.15	266.15
5765.09_Da_E1951	6	5747.07_Da_E1123	18.01	18.01
9505.94_Da_E2027	6	9490.94_Da_E1902	14.99	14.99
18824.79_Da_E1728	10	18742.73_Da_E904	82.07	82.07
17297.82_Da_E1545	19	17215.76_Da_E605	82.07	82.07
5403.92_Da_E1838	9	5332.89_Da_E1835	71.03	71.03
5588.04_Da_E1734	9	5403.92_Da_E1838	184.12	184.12
6229.45_Da_E1928	9	6051.53_Da_E1774	177.94	177.94
11960.48_Da_E1614	7	11944.48_Da_E1207	16.00	16.00
17558.69_Da_E945	10	17292.54_Da_E748	266.15	266.15
7773.13_Da_E1735	5	7759.11_Da_E1972	14.02	14.02
7759.11_Da_E1972	5	7675.06_Da_E1183	84.05	84.05
7773.13_Da_E1735	5	7675.06_Da_E1183	98.07	98.07
10458.2_Da_E715 Q12349_33frag124_1G_P1_1T Deamidation	7	Q12349_33frag124_1G_P1_1T Unmodified	0.98	0.98 Deamidation
4868.97_Da_E667	10	4712.87_Da_E1403	156.10	156.10
4712.87_Da_E1403	10	4556.77_Da_E1695	156.10	156.10
11290.79_Da_E465 P22217_2full103_1G_P1_1T Unmodified	10	P22217_2full103_1G_P1_1T Unmodified	0.00	0.00
9904.15_Da_E1605	11	9889.15_Da_E918	14.99	14.99
11547.93_Da_E1555	7	11531.93_Da_E1612	16.00	16.00
11531.93_Da_E1612	7	11227.8_Da_E1521	304.14	304.14
11547.93_Da_E1555	7	11243.8_Da_E1351	304.14	304.14
11243.8_Da_E1351	7	11227.8_Da_E1521	16.00	16.00
6851.6_Da_E719	6	6835.6_Da_E845	16.00	16.00
6835.6_Da_E845	6	6819.61_Da_E1165	16.00	16.00
16415.97_Da_E536 O14467_2full151_1G_P6_1T Ox; Phospho; Missing Serine (S); Ox	16	O14467_2full151_1G_P6_1T Ox; Phospho	-71.00	-71.00 Missing Serine (S); Ox
9834.74_Da_E969	18	9754.78_Da_E729	79.97	79.97
12009.27_Da_E706 P38804_2full111_1G_P1_1T Acetyl	12	P38804_2full111_1G_P1_1T Unmodified	42.00	42.00 Acetyl
10361.99_Da_E654 O94742_2full89_1G_P3_1T Acetyl; Missed Monoisotopic (-1)	9	O94742_2full89_1G_P3_1T Acetyl	-1.00	-1.00 Missed Monoisotopic (-1)
9853.47_Da_E1325	6	9811.46_Da_E650	42.01	42.01
9843.46_Da_E1356	6	9811.46_Da_E650	31.99	31.99
9857.48_Da_E1366	6	9843.46_Da_E1356	14.02	14.02
9861.49_Da_E1371	6	9843.46_Da_E1356	18.01	18.01
9932.53_Da_E1460	6	9861.49_Da_E1371	71.03	71.03
10003.56_Da_E937	6	9932.53_Da_E1460	71.03	71.03
10045.57_Da_E1186	6	10003.56_Da_E937	42.01	42.01
13315.88_Da_E593 P52553_2full114_1G_P3_1T Acetyl	9	P52553_2full114_1G_P3_1T Acetyl	0.00	0.00
7196.1_Da_E1112	7	7039.99_Da_E1756	156.10	156.10
17537.98_Da_E524 Q08971_2full146_1G_P6_1T Met Loss + Acetylation; Ox; Retained Met	15	Q08971_2full146_1G_P6_1T Met Loss + Acetylation; Ox	131.03	131.03 Retained Met
17537.98_Da_E524 Q08971_2full146_1G_P6_1T Met Loss + Acetylation; Ox; Retained Met	15	17521.99_Da_E963 Q08971_2full146_1G_P5_1T Met Loss + Acetylation; Retained Met	16.00	16.00 Ox
17521.99_Da_E963 Q08971_2full146_1G_P5_1T Met Loss + Acetylation; Retained Met	15	Q08971_2full146_1G_P5_1T Met Loss + Acetylation	131.03	131.03 Retained Met
9246.77_Da_E1845 Q3E736_2full78_1G_P1_1T Hydrogen Dodecyl Sulfate	3	9175.74_Da_E1922	71.03	71.03
9175.74_Da_E1922	3	9062.65_Da_E1625	113.09	113.09
9262.76_Da_E1875 Q3E736_2full78_1G_P2_1T Ox; Hydrogen Dodecyl Sulfate	3	9175.74_Da_E1922	87.03	87.03
9246.77_Da_E1845 Q3E736_2full78_1G_P1_1T Hydrogen Dodecyl Sulfate	3	Q3E736_2full78_1G_P1_1T Unmodified	266.19	266.19 Hydrogen Dodecyl Sulfate
9262.76_Da_E1875 Q3E736_2full78_1G_P2_1T Ox; Hydrogen Dodecyl Sulfate	3	9246.77_Da_E1845 Q3E736_2full78_1G_P1_1T Hydrogen Dodecyl Sulfate	16.00	16.00 Ox
9246.77_Da_E1845 Q3E736_2full78_1G_P1_1T Hydrogen Dodecyl Sulfate	3	9062.65_Da_E1625	184.12	184.12
9078.64_Da_E1749 Q3E736_2full78_1G_P1_1T Acetone Artifact	3	9062.65_Da_E1625	16.00	16.00
9262.76_Da_E1875 Q3E736_2full78_1G_P2_1T Ox; Hydrogen Dodecyl Sulfate	3	Q3E736_2full78_1G_P2_1T Ox	266.19	266.19 Hydrogen Dodecyl Sulfate
9262.76_Da_E1875 Q3E736_2full78_1G_P2_1T Ox; Hydrogen Dodecyl Sulfate	3	9078.64_Da_E1749 Q3E736_2full78_1G_P1_1T Acetone Artifact	184.12	184.12
9078.64_Da_E1749 Q3E736_2full78_1G_P1_1T Acetone Artifact	3	Q3E736_2full78_1G_P1_1T Unmodified	98.07	98.07 Acetone Artifact
14181.42_Da_E926	8	14068.33_Da_E1785	113.09	113.09
15255.07_Da_E935	13	14988.92_Da_E931	266.15	266.15
8715_Da_E796	12	8685_Da_E1497	30.01	30.01
11088.06_Da_E1769	26	11072.07_Da_E1308	16.00	16.00
P53157_2full130_1G_P1_1T Unmodified	15	YGL080W		
P00427_41frag148_1G_P1_1T Unmodified	7	YHR051W		
Q3E747_2full85_1G_P1_1T Unmodified	23	YLR363W-A		
P0CX52_2full143_2G_P3_1T Acetyl	17	YDL083C		
P0CX32_2full135_2G_P3_1T Acetyl	19	YIL069C		
P0CX32_2full135_2G_P5_1T Acetyl; Phospho	19	YIL069C		
P49167_2full78_1G_P1_1T Unmodified	13	YLR325C		
P05747_2full59_1G_P1_1T Unmodified	13	YFR032C-A		
P0CX25_2full92_2G_P1_1T Unmodified	11	YPR043W		
P0CX25_2full92_2G_P2_1T Ox	11	YPR043W		
P0CX25_2full92_2G_P3_1T Phospho	11	YPR043W		
Q08745_2full105_1G_P1_1T Unmodified	9	YOR293W		
Q08745_2full105_1G_P2_1T Ox	9	YOR293W		
P46784_2full105_1G_P2_1T Ox	9	YMR230W		
P18852_2full110_1G_P2_1T Ox	9	YJR086W		
Q05926_2full109_1G_P2_1T Ox	9	YLR364W		
P49166_2full88_1G_P11_1T Ammonia loss; Deamidation	11	YLR185W		
P49166_2full88_1G_P1_1T Unmodified	11	YLR185W		
P49166_2full88_1G_P6_1T Ox; Deamidation	11	YLR185W		
P49166_2full88_1G_P5_1T Ammonia loss	11	YLR185W		
P49166_2full88_1G_P12_1T Ox; Ammonia loss	11	YLR185W		
P49166_2full88_1G_P4_1T Ox	11	YLR185W		
P49166_2full88_1G_P10_1T Ox; Ammonia loss	11	YLR185W		
P51402_2full88_1G_P2_1T Ox	11	YDR500C		
P51402_2full88_1G_P4_1T Ox; Deamidation	11	YDR500C		
P51402_2full88_1G_P1_1T Unmodified	11	YDR500C		
P81449_2full96_1G_P3_1T Acetyl	11	YDR322C-A		
P04912_2full132_1G_P3_2T Acetyl	11	YBL003C		
P04912_2full132_1G_P1_2T Unmodified	11	YBL003C		
P0CX85_2full120_2G_P1_1T Unmodified	22	YDL136W		
P0CX85_2full120_2G_P2_1T Phospho	22	YDL136W		
P0CX34_2full63_2G_P1_1T Unmodified	11	YOR182C		
P0CX34_2full63_2G_P2_1T Ox	11	YOR182C		
P0CX34_2full63_2G_P4_1T Phospho; Ox	11	YOR182C		
P05744_2full107_1G_P1_1T Unmodified	9	YPL143W		
P41056_2full107_1G_P1_1T Unmodified	9	YOR234C		
P41056_2full107_1G_P2_1T Ox	9	YOR234C		
P05744_2full107_1G_P7_1T Acetyl; Methyl	9	YPL143W		
P0CH09_77frag128_2G_P1_1T Unmodified	10	YKR094C		
P0CH09_1frag76_8G_P1_1T Unmodified	7	YKR094C		
